loss,accuracy,epoch
3.311530828475952,0.03846153989434242,1
2.2971348762512207,0.4615384638309479,2
1.6298465728759766,0.6538461446762085,3
1.2667416334152222,0.8461538553237915,4
0.986007809638977,0.8846153616905212,5
0.8524118661880493,0.807692289352417,6
0.7188370227813721,0.8846153616905212,7
0.6421037912368774,0.8846153616905212,8
0.5201617479324341,0.9615384340286255,9
0.453326553106308,0.9230769276618958,10
0.3990449905395508,0.9615384340286255,11
0.3225213289260864,0.9615384340286255,12
0.2972046136856079,0.9615384340286255,13
0.2679632306098938,0.9615384340286255,14
0.26827138662338257,0.9615384340286255,15
0.2222714126110077,0.9615384340286255,16
0.21193915605545044,0.9615384340286255,17
0.19261851906776428,1.0,18
0.18814204633235931,0.9615384340286255,19
0.16621845960617065,1.0,20
0.15913310647010803,1.0,21
0.14308631420135498,1.0,22
0.13533195853233337,1.0,23
0.12486192584037781,1.0,24
0.11816474795341492,1.0,25
0.11180637776851654,1.0,26
0.10682384669780731,1.0,27
0.10242010653018951,1.0,28
0.09850972145795822,1.0,29
